Rank,Team,Player,FGP,P3P,FTP,Minutes,Points,Rebounds,Assists,WS,WS/48,BPM,VORP,Position,Class Year,Year,School,Conf,G,GS,MP,FG,FGA,FG.PG,P2M,P2MA,P2.PG,P3M,P3MA,P3.PG,FT,FTA,FT.PG,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS,Year.1,School.1,Conf.1,G.1,GS.1,MP.1,FG.1,FGA.1,FG.PG1,P2M.1,P2MA.1,P2.PG1,P3M.1,P3MA.1,P3.PG1,FT.1,FTA.1,FT.PG1,ORB.1,DRB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1,PTS.1,,SOS.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,GSW,Ognjen Kuzmić,0.52,,0.6,4.4,0.9,1,0.2,0.2,0.061,-2.5,0,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,LAC,Furkan Aldemir,0.513,0,0.481,13.2,2.3,4.3,0.7,1.4,0.122,-0.7,0.2,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PHI,Tornike Shengelia,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-6.6,-0.3,SF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,DAL,Darius Johnson-Odom,0,0,0,3,0,0.9,0.3,-0.3,-0.597,-23.2,-0.1,SG,Junior,2011-12,Marquette,Big East,34,33,32.9,6.2,13.8,0.447,3.9,7.9,0.493,2.3,5.9,0.385,3.7,4.9,0.764,0.6,2.9,3.5,2.7,0.9,0.1,2.4,2,18.3,,7.5,2010-11,Marquette,Big East,71,57,29.9,4.9,11.1,0.4,2.9,6.2,0.5,2.0,4.9,0.4,2.6,3.7,0.7,0.5,2.4,2.8,2.4,0.8,0.2,2.0,2.4,14.5,,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,TOR,Tomislav Zubčić,,,,,,,,,,,,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,NJN,İlkan Karaman,,,,,,,,,,,,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,MIN,Robbie Hummel,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-2.9,-0.3,SF,Senior,2011-12,Purdue,Big Ten,35,35,32.2,5.5,13.3,0.417,3.5,7.9,0.44,2.1,5.4,0.383,3.2,3.9,0.825,1.6,5.6,7.2,1.9,0.7,1.2,0.9,2.1,16.4,,8.05,2009-10,Purdue,Big Ten,92,85,29.4,4.2,9.3,0.5,2.7,5.3,0.5,1.6,4.0,0.4,3.0,3.5,0.8,2.0,4.7,6.6,2.2,1.2,0.8,1.1,2.5,13.0,,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,SAS,Marcus Denmon,,,,,,,,,,,,SG,Senior,2011-12,Missouri,Big 12,35,35,34.6,5.7,12.4,0.46,2.9,5.5,0.526,2.8,6.9,0.407,3.4,3.8,0.896,1,4,5,2.1,1.5,0,1.2,1,17.7,,5.68,2010-11,Missouri,Big 12,106,36,22.5,3.7,8.3,0.5,2.0,3.9,0.5,1.7,4.3,0.4,1.7,2.2,0.8,0.9,1.9,2.8,1.5,1.2,0.1,0.9,1.4,10.9,,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,LAL,Robert Sacre,0.436,0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-3.1,-0.8,C,Senior,2011-12,Gonzaga,WCC,33,33,26.3,3.5,6.9,0.511,3.5,6.9,0.515,0,0.1,0,4.5,6,0.761,2,4.3,6.3,0.7,0.4,1.4,1.8,2.2,11.6,,3.25,2010-11,Gonzaga,WCC,103,78,20.2,2.8,5.7,0.5,2.8,5.7,0.5,0.0,0.0,0.0,2.9,4.1,0.7,1.7,2.9,4.6,0.6,0.6,1.3,1.5,2.3,8.6,,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,CLE,Kyrie Irving,0.465,0.388,0.877,33.8,22.4,3.7,5.7,59.9,0.164,3.8,25.5,PG,Freshman,2010-11,Duke,ACC,11,8,27.5,5,9.5,0.529,3.4,5.9,0.569,1.6,3.5,0.462,5.8,6.5,0.901,0.5,2.8,3.4,4.3,1.5,0.5,2.5,2.1,17.5,,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,MIN,Derrick Williams,0.434,0.3,0.71,20.7,8.9,4,0.7,14.1,0.076,-3.2,-2.6,PF,Sophomore,2010-11,Arizona,Pac-10,38,38,30,5.9,10,0.595,4.8,8.1,0.601,1.1,1.9,0.568,6.5,8.7,0.746,2.8,5.5,8.3,1.1,1,0.7,2.6,2.8,19.5,,7.99,2009-10,Arizona,Pac-10,31,30,28.2,5.2,9.1,0.574,5.1,8.6,0.594,0.1,0.5,0.25,5.1,7.5,0.681,2.2,4.9,7.1,0.7,0.6,0.6,1.9,2.5,15.7,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,UTA,Enes Kanter,0.541,0.292,0.778,22.2,11.9,7.6,0.8,39.7,0.147,-1.3,2.1,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,CLE,Tristan Thompson,0.52,0.2,0.61,27.9,9.3,8.6,0.9,41.5,0.125,-0.5,6.2,PF,Freshman,2010-11,Texas,Big 12,36,34,30.7,4.8,8.8,0.546,4.8,8.8,0.546,0,0,0,3.5,7.3,0.487,3.8,4,7.8,1.3,0.9,2.4,1.8,2.8,13.1,,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,TOR,Jonas Valančiūnas,0.557,0.349,0.788,25.1,12.1,8.5,0.8,45.7,0.175,-0.1,6.1,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WAS,Jan Veselý,0.521,0,0.408,15.2,3.6,3.5,0.6,4,0.078,-0.6,0.9,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,SAC,Bismack Biyombo,0.52,0,0.569,20.2,5,6.2,0.5,23.2,0.093,-1.9,0.2,C,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,DET,Brandon Knight,0.413,0.354,0.811,30,14.4,3.2,4,11.6,0.044,-1.5,1.7,PG,Freshman,2010-11,Kentucky,SEC,38,38,35.9,5.7,13.5,0.423,3.4,7.4,0.461,2.3,6.1,0.377,3.6,4.5,0.795,0.7,3.4,4,4.2,0.7,0.2,3.2,2.2,17.3,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,CHA,Kemba Walker,0.418,0.359,0.837,34.1,19.9,3.8,5.5,50,0.115,2.5,23.8,PG,Junior,2010-11,UConn,Big East,41,41,37.6,7.7,18,0.428,5.9,12.5,0.471,1.8,5.5,0.33,6.3,7.7,0.819,1.3,4.1,5.4,4.5,1.9,0.2,2.3,1.4,23.5,,10.44,2009-10,UConn,Big East,70,36,30.1,3.8,8.7,0.4,3.0,6.5,0.5,0.7,2.3,0.3,3.5,4.6,0.8,0.9,2.9,3.9,4.0,1.6,0.3,2.3,1.6,11.7,,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,MIL,Jimmer Fredette,0.409,0.372,0.879,13.3,6,1,1.4,2.2,0.033,-4.2,-1.8,SG,Senior,2010-11,BYU,MWC,37,37,35.8,9.4,20.7,0.452,6,12.2,0.491,3.4,8.5,0.396,6.8,7.6,0.894,0.6,2.8,3.4,4.3,1.3,0,3.5,1.3,28.9,,5.76,2009-10,BYU,MWC,102,65,27.4,4.8,10.5,0.5,3.1,6.3,0.5,1.7,4.3,0.4,3.7,4.2,0.9,0.5,1.9,2.4,3.5,1.2,0.1,2.2,1.2,15.0,,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,GSW,Klay Thompson,0.459,0.419,0.848,33.1,19.5,3.5,2.3,46.8,0.11,0.2,11.3,SG,Junior,2010-11,Washington State,Pac-10,34,33,34.7,7.1,16.2,0.436,4.2,9,0.466,2.9,7.2,0.398,4.6,5.4,0.838,0.7,4.5,5.2,3.7,1.6,0.9,3.4,2.9,21.6,,6.81,2009-10,Washington State,Pac-10,64,63,34.2,5.6,13.5,0.4,3.4,7.7,0.4,2.3,5.8,0.4,2.5,3.1,0.8,1.0,3.6,4.6,2.1,1.1,0.6,2.7,2.2,15.9,,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,UTA,Alec Burks,0.424,0.357,0.774,21.2,9.6,3.1,1.7,13.4,0.07,-2.2,-0.4,SG,Sophomore,2010-11,Colorado,Big 12,38,37,31.4,6.6,14.1,0.469,5.9,11.6,0.508,0.7,2.5,0.292,6.6,7.9,0.825,2.4,4.1,6.5,2.9,1.1,0.3,2.6,2.3,20.5,,5.61,2009-10,Colorado,Big 12,30,30,30.2,5.7,10.7,0.538,5.1,8.9,0.575,0.6,1.8,0.352,5,6.4,0.772,1.9,3.1,5,1.8,1.2,0.4,1.9,2.5,17.1,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PHO,Markieff Morris,0.449,0.34,0.777,26,11.6,5.5,1.7,23.8,0.075,-0.9,4.4,PF,Junior,2010-11,Kansas,Big 12,38,34,24.4,5.1,8.7,0.589,4.5,7.2,0.625,0.7,1.6,0.424,2.7,4,0.673,2.7,5.6,8.3,1.4,0.8,1.1,2.1,2.8,13.6,,7.62,2009-10,Kansas,Big 12,71,9,16.6,2.1,4.0,0.5,1.9,3.6,0.5,0.2,0.5,0.4,1.4,2.2,0.6,1.7,3.3,4.9,1.1,0.4,0.9,1.3,2.7,5.7,,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,HOU,Marcus Morris,0.43,0.362,0.751,26.7,11.7,4.6,1.5,27.4,0.089,-0.7,4.9,PF,Junior,2010-11,Kansas,Big 12,38,35,28.3,6.3,11.1,0.57,5.6,9.1,0.62,0.7,2,0.342,3.9,5.7,0.688,2.6,5,7.6,1.6,0.8,0.6,1.8,2.6,17.2,,7.62,2009-10,Kansas,Big 12,71,55,21.6,3.8,7.0,0.5,3.5,6.3,0.6,0.3,0.7,0.4,2.3,3.6,0.6,2.3,3.2,5.4,1.0,0.9,0.3,1.4,2.6,10.1,,8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,IND,Kawhi Leonard,0.494,0.381,0.849,30.9,17.8,6.4,2.5,66.8,0.219,6.1,30.1,SF,Sophomore,2010-11,San Diego State,MWC,36,36,32.6,5.9,13.2,0.444,5.2,10.8,0.478,0.7,2.4,0.291,3.1,4,0.759,3.1,7.5,10.6,2.5,1.4,0.6,2.1,2.5,15.5,,6.36,2009-10,San Diego State,MWC,34,33,31.3,4.9,10.7,0.455,4.4,8.4,0.523,0.5,2.3,0.205,2.5,3.4,0.726,3.5,6.4,9.9,1.9,1.4,0.7,2.3,2.5,12.7,,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PHI,Nikola Vučević,0.501,0.326,0.744,30.1,15.7,10.2,2.5,42.7,0.125,1.8,15.6,C,Junior,2010-11,USC,Pac-10,34,34,34.9,6.3,12.5,0.505,5.5,10.1,0.542,0.9,2.4,0.349,3.6,4.8,0.755,2.9,7.4,10.3,1.6,0.5,1.4,1.7,2.8,17.1,,7.96,2009-10,USC,Pac-10,53,33,23.1,2.9,5.6,0.5,2.7,4.8,0.6,0.2,0.7,0.2,1.3,1.7,0.7,2.2,4.3,6.5,0.8,0.5,0.9,1.3,2.2,7.2,,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,NYK,Iman Shumpert,0.393,0.34,0.766,25.2,7.3,3.4,1.9,12.9,0.055,-0.5,4.2,SG,Junior,2010-11,Georgia Tech,ACC,31,31,32,5.7,14.1,0.406,4.4,9.2,0.474,1.4,4.9,0.278,4.5,5.6,0.806,1.7,4.2,5.9,3.5,2.7,0.2,2.3,2.8,17.3,,5.68,2009-10,Georgia Tech,ACC,61,60,30.9,3.4,8.8,0.4,2.3,5.4,0.4,1.1,3.5,0.3,2.3,3.4,0.7,0.8,3.0,3.8,4.5,2.0,0.2,3.4,2.6,10.3,,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WAS,Chris Singleton,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-2.3,-0.2,SF,Junior,2010-11,Florida State,ACC,28,25,29.1,4.4,10.2,0.434,3.2,6.8,0.466,1.3,3.4,0.368,3,4.5,0.667,2.1,4.8,6.8,1.2,2,1.5,2.2,3.2,13.1,,6.45,2009-10,Florida State,ACC,67,66,29.0,3.2,7.7,0.4,2.1,4.4,0.5,1.0,3.3,0.3,1.7,3.1,0.6,2.0,4.0,5.9,1.6,1.8,1.4,2.5,3.0,9.1,,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CHA,Tobias Harris,0.471,0.361,0.821,30.5,15.5,6,1.9,40.3,0.114,0.2,9.2,PF,Freshman,2010-11,Tennessee,SEC,34,33,29.2,5.4,11.8,0.46,4.8,9.6,0.497,0.7,2.2,0.303,3.8,5,0.753,2,5.3,7.3,1.3,0.7,0.9,1.8,2.1,15.3,,8.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,MIN,Donatas Motiejūnas,0.469,0.3,0.597,18.2,7.3,3.8,1.1,7.1,0.075,-2,0,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,POR,Nolan Smith,0.371,0.26,0.714,9.9,3.3,1,1.2,-0.8,-0.047,-6.5,-0.9,PG,Senior,2010-11,Duke,ACC,37,37,34,7,15.4,0.458,5.5,10.9,0.501,1.5,4.4,0.35,5.1,6.2,0.813,1.2,3.3,4.5,5.1,1.2,0.1,3.2,1.9,20.6,,8.31,2009-10,Duke,ACC,106,60,24.4,3.9,8.7,0.4,2.8,6.0,0.5,1.0,2.7,0.4,2.1,2.7,0.8,0.7,1.5,2.2,2.0,0.9,0.1,1.6,1.9,10.8,,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,DEN,Kenneth Faried,0.546,0.222,0.654,24.5,11.4,8.1,1,38.8,0.159,1.1,9.3,PF,Senior,2010-11,Morehead State,OVC,35,34,34.7,6.7,10.7,0.623,6.7,10.7,0.623,0,0,0,4,6.9,0.577,5.7,8.8,14.5,1.1,1.9,2.3,2.6,3.1,17.3,,-3.13,2009-10,Morehead State,OVC,101,88,27.2,5.4,9.9,0.6,5.4,9.8,0.6,0.0,0.1,0.4,3.0,5.1,0.6,4.0,7.6,11.5,0.8,1.6,1.6,2.1,3.1,13.9,,-4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,HOU,Nikola Mirotić,0.423,0.359,0.808,24.2,12.3,5.9,1.3,20.8,0.129,0.7,5.3,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,OKC,Reggie Jackson,0.428,0.332,0.859,25.2,12.9,3,4.4,28.3,0.101,-0.1,6.5,PF,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,BOS,MarShon Brooks,0.447,0.345,0.751,17.3,8,2.1,1.4,3.3,0.046,-2.5,-0.4,SG,Senior,2010-11,Providence,Big East,32,31,36.5,8.6,17.8,0.483,6.5,11.7,0.559,2.1,6.2,0.34,5.3,6.8,0.772,2.3,4.8,7,2.5,1.5,1.2,3.1,2.5,24.6,,6.44,2009-10,Providence,Big East,81,25,20.9,3.8,8.6,0.4,2.7,5.1,0.5,1.2,3.4,0.3,1.6,2.3,0.7,1.3,1.9,3.2,1.2,1.0,0.5,1.4,1.7,10.4,,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DAL,Jordan Hamilton,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3,0.069,-1.5,0.3,SF,Sophomore,2010-11,Texas,Big 12,36,36,32.2,6.8,15.3,0.44,4.3,8.8,0.481,2.5,6.5,0.385,2.6,3.4,0.779,2,5.7,7.7,2.1,0.9,0.6,2.1,1.8,18.6,,7.96,2009-10,Texas,Big 12,34,0,19.9,3.6,8.8,0.41,1.9,4.1,0.461,1.7,4.7,0.365,1.1,1.9,0.578,1,2.7,3.7,1.5,0.8,0.4,1.4,1.3,10,,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,NJN,JaJuan Johnson,0.446,,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-6.3,-0.3,PF,Senior,2010-11,Purdue,Big Ten,34,33,35.4,7.6,15.3,0.494,7.1,13.8,0.516,0.4,1.5,0.294,5,6.1,0.809,2.4,6.1,8.6,1,0.9,2.3,1.6,1.6,20.5,,8.69,2009-10,Purdue,Big Ten,106,86,25.0,4.2,8.4,0.5,4.2,8.3,0.5,0.0,0.1,0.0,3.1,4.3,0.7,1.8,3.4,5.3,0.6,0.6,1.7,1.2,1.8,11.5,,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
